55a5a1ebe4b013909087cb79,Malga,schema:FoodEstablishment
55a5a1ebe4b013909087cbb0,Marche Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbb3,Molise Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb74,Piadineria,schema:FoodEstablishment
55a5a1ebe4b013909087cbaa,Piedmontese Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb83,Puglia Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb8c,Romagna Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb92,Roman Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb8f,Sardinian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb86,Sicilian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbb9,South Tyrolean Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb7f,Trattoria/Osteria,schema:Restaurant
55a5a1ebe4b013909087cbbc,Trentino Restaurant,schema:Restaurant
55a5a1ebe4b013909087cb9e,Tuscan Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbc2,Umbrian Restaurant,schema:Restaurant
55a5a1ebe4b013909087cbad,Veneto Restaurant,schema:Restaurant
52e81612bcbc57f1066b79fd,Jewish Restaurant,schema:Restaurant
52e81612bcbc57f1066b79fc,Kosher Restaurant,schema:Restaurant
4bf58dd8d48988d112941735,Juice Bar,schema:BarOrPub
5283c7b4e4b094cb91ec88d7,Kebab Restaurant,schema:Restaurant
4bf58dd8d48988d1be941735,Latin American Restaurant,schema:Restaurant
4bf58dd8d48988d152941735,Arepa Restaurant,schema:Restaurant
52939a8c3cf9994f4e043a35,Empanada Restaurant,schema:Restaurant
5745c7ac498e5d0483112fdb,Salvadoran Restaurant,schema:Restaurant
4bf58dd8d48988d1cd941735,South American Restaurant,schema:Restaurant
4bf58dd8d48988d107941735,Argentinian Restaurant,schema:Restaurant
4bf58dd8d48988d16b941735,Brazilian Restaurant,schema:Restaurant
5294c7523cf9994f4e043a62,Acai House,schema:FoodEstablishment
52939ae13cf9994f4e043a3b,Baiano Restaurant,schema:Restaurant
52939a9e3cf9994f4e043a36,Central Brazilian Restaurant,schema:Restaurant
52939a643cf9994f4e043a33,Churrascaria,schema:FoodEstablishment
5294c55c3cf9994f4e043a61,Empada House,schema:FoodEstablishment
52939af83cf9994f4e043a3d,Goiano Restaurant,schema:Restaurant
52939aed3cf9994f4e043a3c,Mineiro Restaurant,schema:Restaurant
52939aae3cf9994f4e043a37,Northeastern Brazilian Restaurant,schema:Restaurant
52939ab93cf9994f4e043a38,Northern Brazilian Restaurant,schema:Restaurant
5294cbda3cf9994f4e043a63,Pastelaria,schema:FoodEstablishment
52939ac53cf9994f4e043a39,Southeastern Brazilian Restaurant,schema:Restaurant
52939ad03cf9994f4e043a3a,Southern Brazilian Restaurant,schema:Restaurant
52939a7d3cf9994f4e043a34,Tapiocaria,schema:FoodEstablishment
58daa1558bbb0b01f18ec1f4,Colombian Restaurant,schema:Restaurant
4eb1bfa43b7b52c0e1adc2e8,Peruvian Restaurant,schema:Restaurant
56aa371be4b08b9a8d573558,Venezuelan Restaurant,schema:Restaurant
4bf58dd8d48988d1bf941735,Mac & Cheese Joint,schema:FoodEstablishment
4bf58dd8d48988d1c0941735,Mediterranean Restaurant,schema:Restaurant
